Semaine,Mois,Catégorie,Marque,Prix,Promotion,Réduction_%,Jour_férié,Météo,Ventes_S-1,Stock_début,Ventes
39,10,Boissons,Kirène,600,0,0,0,Nuageux,110,200,108
8,2,Alimentaire,Mama,2500,0,0,0,Pluvieux,63,120,54
12,3,Hygiène,Nivea,1800,1,25,0,Ensoleillé,65,112,79
42,11,Boissons,Coca-Cola,2100,0,0,0,Ensoleillé,93,140,97
30,8,Boissons,Rani,500,0,0,0,Ensoleillé,124,304,151
5,2,Hygiène,Palmolive,1100,0,0,0,Ensoleillé,45,65,45
13,4,Hygiène,Dettol,4900,0,0,0,Ensoleillé,63,107,82
32,8,Alimentaire,Mama,4100,0,0,0,Ensoleillé,119,168,107
46,12,Hygiène,Palmolive,4800,1,0,1,Nuageux,54,109,51
36,9,Vêtements,Afriq Style,6200,0,0,0,Nuageux,22,54,24
21,6,Électroménager,Samsung,110500,0,0,0,Ensoleillé,10,14,10
28,7,Hygiène,Palmolive,3100,0,0,0,Nuageux,65,82,76
6,2,Électroménager,Moulinex,150000,0,0,0,Ensoleillé,7,16,8
40,10,Alimentaire,Kirène,3900,1,15,0,Ensoleillé,89,133,92
30,8,Électroménager,Brandt,171200,0,0,0,Pluvieux,8,16,7
28,7,Vêtements,Wax & Co,9700,1,15,0,Ensoleillé,36,55,43
17,5,Vêtements,Kente,29900,1,5,0,Nuageux,37,69,38
43,11,Hygiène,Palmolive,3100,1,10,0,Nuageux,43,73,41
10,3,Boissons,Youki,1500,1,0,0,Pluvieux,91,149,86
34,9,Alimentaire,Daffé,2600,1,30,0,Pluvieux,113,171,128
11,3,Hygiène,Dettol,1700,0,0,0,Nuageux,60,85,53
8,2,Hygiène,Dove,4000,0,0,0,Nuageux,42,96,54
36,9,Boissons,Kirène,900,1,5,0,Très chaud,116,251,118
48,12,Hygiène,Dettol,4400,1,10,0,Nuageux,38,65,44
32,8,Hygiène,Dettol,3000,0,0,0,Très chaud,67,150,68
12,3,Alimentaire,Daffé,6900,1,20,0,Nuageux,119,284,101
45,12,Vêtements,Kente,17600,1,5,0,Très chaud,12,26,13
23,6,Vêtements,Kente,11300,1,20,0,Pluvieux,43,93,44
46,12,Vêtements,Kantamanto,29100,1,5,0,Ensoleillé,21,49,18
3,1,Alimentaire,Mama,6900,0,0,0,Nuageux,73,127,61
36,9,Alimentaire,Patisen,2100,0,0,0,Ensoleillé,46,76,45
9,3,Hygiène,Dove,4400,1,15,0,Ensoleillé,70,92,72
30,8,Vêtements,Wax & Co,19600,0,0,1,Très chaud,47,104,41
9,3,Vêtements,Dakar Mode,31300,0,0,0,Ensoleillé,28,67,28
52,1,Vêtements,Wax & Co,34300,1,15,0,Ensoleillé,21,47,21
16,4,Vêtements,Dakar Mode,29800,1,5,0,Ensoleillé,36,44,35
52,1,Boissons,Coca-Cola,2700,0,0,0,Pluvieux,63,130,61
9,3,Électroménager,Brandt,99700,0,0,0,Très chaud,5,8,7
46,12,Vêtements,Kantamanto,34900,1,0,1,Nuageux,22,46,18
33,9,Alimentaire,Patisen,6000,0,0,0,Ensoleillé,79,122,88
34,9,Électroménager,Samsung,71600,1,10,0,Ensoleillé,7,13,9
15,4,Hygiène,Palmolive,2300,1,15,1,Ensoleillé,109,166,127
12,3,Hygiène,Dettol,3700,1,10,0,Ensoleillé,101,248,86
10,3,Vêtements,Dakar Mode,30700,0,0,0,Pluvieux,18,37,17
47,12,Électroménager,Samsung,104300,1,20,0,Ensoleillé,5,12,5
35,9,Vêtements,Kente,10100,0,0,0,Très chaud,21,50,20
32,8,Électroménager,Brandt,167100,0,0,0,Très chaud,7,15,9
48,12,Alimentaire,Mama,7200,1,10,0,Ensoleillé,57,93,69
35,9,Alimentaire,Kirène,5800,1,30,0,Ensoleillé,95,222,109
27,7,Vêtements,Dakar Mode,27500,0,0,0,Nuageux,26,35,32
48,12,Alimentaire,Nestlé,4100,1,5,1,Nuageux,46,108,55
5,2,Boissons,Youki,1500,0,0,0,Ensoleillé,114,170,104
44,11,Hygiène,Colgate,2300,1,5,0,Très chaud,34,80,40
51,1,Hygiène,Palmolive,2100,0,0,0,Nuageux,39,63,34
38,10,Vêtements,Wax & Co,24400,1,30,0,Pluvieux,24,35,27
43,11,Électroménager,Samsung,186300,1,15,0,Nuageux,6,13,6
10,3,Boissons,Youki,800,1,0,0,Très chaud,148,247,137
4,1,Boissons,Youki,900,1,20,0,Ensoleillé,137,220,120
36,9,Vêtements,Kente,23500,0,0,0,Nuageux,22,40,19
22,6,Électroménager,Brandt,169100,1,20,0,Nuageux,14,26,14
47,12,Vêtements,Dakar Mode,18300,1,0,1,Ensoleillé,18,43,22
28,7,Alimentaire,Daffé,6900,0,0,0,Nuageux,68,169,90
39,10,Vêtements,Dakar Mode,12200,0,0,0,Ensoleillé,19,29,23
45,12,Électroménager,Brandt,143400,1,0,0,Pluvieux,3,6,4
35,9,Boissons,Rani,2500,1,20,0,Nuageux,195,238,180
49,1,Boissons,Rani,500,0,0,0,Ensoleillé,87,164,98
23,6,Électroménager,Samsung,46700,0,0,0,Nuageux,8,15,10
30,8,Hygiène,Colgate,2200,0,0,0,Ensoleillé,71,118,72
43,11,Alimentaire,Patisen,1800,0,0,0,Ensoleillé,38,71,45
6,2,Boissons,Kirène,900,0,0,0,Nuageux,81,131,99
36,9,Boissons,Rani,2900,0,0,0,Ensoleillé,103,162,134
21,6,Vêtements,Afriq Style,5600,1,15,0,Nuageux,54,111,46
3,1,Alimentaire,Nestlé,6600,0,0,0,Nuageux,55,109,48
47,12,Alimentaire,Mama,2200,1,10,0,Nuageux,52,74,64
38,10,Hygiène,Colgate,1100,0,0,0,Ensoleillé,49,101,52
2,1,Hygiène,Colgate,2200,1,0,0,Très chaud,39,70,37
15,4,Boissons,Youki,1400,0,0,0,Ensoleillé,164,271,148
7,2,Vêtements,Wax & Co,7100,0,0,0,Ensoleillé,20,26,20
31,8,Électroménager,LG,88400,1,0,0,Nuageux,9,21,9
32,8,Électroménager,Samsung,50200,0,0,0,Ensoleillé,12,20,11
26,7,Boissons,Coca-Cola,800,0,0,0,Ensoleillé,156,301,187
42,11,Hygiène,Palmolive,1900,1,20,0,Pluvieux,48,105,43
51,1,Vêtements,Dakar Mode,32700,1,5,1,Nuageux,19,37,19
19,5,Vêtements,Dakar Mode,22300,1,30,0,Ensoleillé,54,94,52
39,10,Électroménager,Brandt,102400,0,0,0,Très chaud,6,10,6
28,7,Électroménager,Brandt,182800,1,30,0,Nuageux,14,23,18
27,7,Hygiène,Dettol,4200,1,5,0,Ensoleillé,113,153,101
42,11,Alimentaire,Kirène,5200,0,0,0,Ensoleillé,44,71,39
46,12,Hygiène,Dettol,4300,0,0,0,Ensoleillé,32,46,33
52,1,Vêtements,Dakar Mode,9400,1,25,0,Ensoleillé,27,34,27
44,11,Boissons,Coca-Cola,1000,0,0,0,Ensoleillé,96,212,92
7,2,Électroménager,Moulinex,95600,1,0,0,Nuageux,4,8,5
29,8,Électroménager,Hisense,63400,1,20,1,Nuageux,14,31,16
50,1,Électroménager,Moulinex,149400,0,0,0,Ensoleillé,5,10,6
37,10,Alimentaire,Patisen,4400,0,0,0,Pluvieux,54,113,64
5,2,Alimentaire,Daffé,5800,1,25,0,Ensoleillé,128,273,113
37,10,Boissons,Youki,1900,0,0,0,Ensoleillé,115,171,112
30,8,Vêtements,Wax & Co,30700,1,15,1,Ensoleillé,45,96,59
1,1,Boissons,Coca-Cola,1700,1,15,0,Ensoleillé,101,247,103
16,4,Boissons,Gazelle,2900,1,25,0,Ensoleillé,293,434,260
44,11,Électroménager,Samsung,50000,1,25,0,Ensoleillé,6,8,7
17,5,Hygiène,Dettol,3800,1,5,0,Ensoleillé,108,238,96
25,7,Vêtements,Afriq Style,7600,0,0,0,Nuageux,24,35,30
41,11,Boissons,Youki,900,1,25,0,Nuageux,78,100,96
12,3,Hygiène,Dove,1300,0,0,0,Ensoleillé,84,166,68
46,12,Hygiène,Colgate,2200,0,0,0,Nuageux,33,79,35
17,5,Électroménager,Moulinex,116400,0,0,0,Ensoleillé,11,19,12
24,6,Vêtements,Kente,9200,0,0,0,Ensoleillé,39,73,43
21,6,Alimentaire,Nestlé,5200,0,0,0,Ensoleillé,102,184,131
40,10,Hygiène,Nivea,4000,0,0,0,Ensoleillé,39,91,44
11,3,Alimentaire,Patisen,4800,0,0,0,Ensoleillé,77,154,69
15,4,Boissons,Coca-Cola,1800,1,5,0,Nuageux,204,491,174
52,1,Électroménager,Moulinex,44900,0,0,0,Pluvieux,5,11,5
17,5,Électroménager,LG,122000,1,0,0,Nuageux,13,24,12
44,11,Boissons,Kirène,2800,1,20,0,Ensoleillé,176,380,145
13,4,Hygiène,Dove,3100,0,0,0,Nuageux,72,164,76
47,12,Boissons,Coca-Cola,2300,1,10,0,Nuageux,70,166,72
48,12,Boissons,Kirène,1200,0,0,0,Très chaud,71,133,77
45,12,Hygiène,Nivea,2700,1,0,1,Ensoleillé,45,84,42
2,1,Vêtements,Wax & Co,31700,0,0,0,Ensoleillé,15,36,14
17,5,Alimentaire,Mama,2500,1,10,0,Pluvieux,154,341,129
18,5,Boissons,Youki,1800,1,0,0,Nuageux,147,191,181
18,5,Électroménager,LG,107000,1,30,0,Nuageux,15,24,14
45,12,Boissons,Youki,2500,1,20,0,Pluvieux,79,155,80
33,9,Boissons,Gazelle,2500,1,15,0,Pluvieux,119,221,147
12,3,Alimentaire,Kirène,2300,0,0,0,Ensoleillé,57,95,74
49,1,Alimentaire,Nestlé,2400,1,10,0,Ensoleillé,83,126,72
6,2,Électroménager,Hisense,188500,0,0,0,Ensoleillé,5,12,5
20,5,Électroménager,Hisense,150900,0,0,0,Nuageux,8,14,10
2,1,Électroménager,LG,29900,1,25,0,Ensoleillé,5,8,6
2,1,Boissons,Kirène,1600,1,10,0,Très chaud,74,169,72
33,9,Électroménager,Samsung,47400,0,0,0,Ensoleillé,5,7,7
35,9,Alimentaire,Kirène,2300,1,20,0,Nuageux,131,160,127
45,12,Alimentaire,Nestlé,4800,1,15,0,Pluvieux,60,109,70
3,1,Électroménager,Samsung,59800,0,0,0,Pluvieux,3,4,4
16,4,Alimentaire,Mama,2500,1,25,1,Nuageux,173,386,214
24,6,Boissons,Coca-Cola,1400,0,0,0,Pluvieux,166,202,149
1,1,Vêtements,Wax & Co,26700,1,30,0,Nuageux,21,34,24
3,1,Vêtements,Kantamanto,24500,0,0,1,Ensoleillé,17,27,21
21,6,Boissons,Kirène,2000,0,0,0,Ensoleillé,169,368,215
41,11,Vêtements,Dakar Mode,20000,1,25,0,Ensoleillé,17,35,23
46,12,Hygiène,Dove,1600,0,0,0,Ensoleillé,25,42,31
